,Ticker,Breakdown,Recent,Before_1,Before_2,Before_3
884,DD,repurchaseOfStock,-501000000.0,-653000000.0,-515000000.0,-1000000.0
885,DD,effectOfExchangeRate,-21000000.0,9000000.0,-37000000.0,63000000.0
886,DD,totalCashFromOperatingActivities,842000000.0,440000000.0,378000000.0,1301000000.0
887,DD,depreciation,370000000.0,333000000.0,328000000.0,768000000.0
888,DD,otherCashflowsFromInvestingActivities,9000000.0,5000000.0,4000000.0,7000000.0
889,DD,dividendsPaid,-157000000.0,-158000000.0,-161000000.0,-220000000.0
890,DD,changeToInventory,-178000000.0,-163000000.0,-174000000.0,258000000.0
891,DD,changeToAccountReceivables,-53000000.0,-118000000.0,-228000000.0,175000000.0
892,DD,otherCashflowsFromFinancingActivities,-9000000.0,-5000000.0,-122000000.0,-2000000.0
893,DD,changeToNetincome,17000000.0,-166000000.0,-5007000000.0,-124000000.0
894,DD,capitalExpenditures,-2520000000.0,-216000000.0,-294000000.0,-269000000.0
895,DD,investments,,2001000000.0,-2001000000.0,-2001000000.0
896,DD,netBorrowings,,-2000000000.0,-1750000000.0,-2392000000.0
897,DLR,investments,-6641000.0,3175000.0,-34665000.0,40796000.0
898,DLR,changeToLiabilities,156603000.0,-6509000.0,52488000.0,-86433000.0
899,DLR,totalCashflowsFromInvestingActivities,118096000.0,-621172000.0,-744103000.0,185458000.0
900,DLR,netBorrowings,-508784000.0,412795000.0,580363000.0,259493000.0
901,DLR,totalCashFromFinancingActivities,-513460000.0,198178000.0,141317000.0,-416665000.0
902,DLR,issuanceOfStock,3787000.0,92871000.0,75438000.0,75438000.0
903,DLR,netIncome,1067810000.0,134275000.0,121254000.0,385920000.0
904,DLR,changeInCash,24393000.0,-1421000.0,-102199000.0,107060000.0
905,DLR,effectOfExchangeRate,-32182000.0,21206000.0,-21460000.0,10392000.0
906,DLR,totalCashFromOperatingActivities,451938000.0,400368000.0,522047000.0,327875000.0
907,DLR,depreciation,379635000.0,370200000.0,371001000.0,371870000.0
908,DLR,otherCashflowsFromInvestingActivities,-50298000.0,26454000.0,-14151000.0,-4676000.0
909,DLR,dividendsPaid,-9947000.0,-347358000.0,-347358000.0,-664865000.0
910,DLR,changeToAccountReceivables,-184879000.0,-94601000.0,-28940000.0,-117563000.0
911,DLR,otherCashflowsFromFinancingActivities,1484000.0,39870000.0,-313234000.0,-11293000.0
912,DLR,changeToNetincome,-971606000.0,-7745000.0,1345000.0,-230591000.0
913,DOW,investments,-327000000.0,-300000000.0,278000000.0,278000000.0
914,DOW,changeToLiabilities,130000000.0,746000000.0,611000000.0,0.0
915,DOW,totalCashflowsFromInvestingActivities,-767000000.0,-755000000.0,-13000000.0,-13000000.0
916,DOW,netBorrowings,-1120000000.0,-1141000000.0,-182000000.0,-182000000.0
917,DOW,totalCashFromFinancingActivities,-2474000000.0,-1905000000.0,-595000000.0,-595000000.0
918,DOW,changeToOperatingActivities,256000000.0,291000000.0,-295000000.0,-295000000.0
919,DOW,issuanceOfStock,12000000.0,73000000.0,127000000.0,127000000.0
920,DOW,netIncome,1683000000.0,1901000000.0,991000000.0,1236000000.0
921,DOW,changeInCash,-630000000.0,-620000000.0,-947000000.0,-947000000.0
922,DOW,repurchaseOfStock,-400000000.0,-201000000.0,-10000000.0,-10000000.0
923,DOW,effectOfExchangeRate,-45000000.0,36000000.0,-48000000.0,-48000000.0
924,DOW,totalCashFromOperatingActivities,2721000000.0,2004000000.0,-291000000.0,-291000000.0
925,DOW,depreciation,703000000.0,722000000.0,695000000.0,695000000.0
926,DOW,otherCashflowsFromInvestingActivities,-10000000.0,-10000000.0,-10000000.0,-10000000.0
927,DOW,dividendsPaid,-518000000.0,-522000000.0,-521000000.0,-521000000.0
928,DOW,changeToInventory,-224000000.0,-800000000.0,-478000000.0,-478000000.0
929,DOW,changeToAccountReceivables,-319000000.0,-1037000000.0,-866000000.0,-866000000.0
930,DOW,otherCashflowsFromFinancingActivities,-448000000.0,-114000000.0,-9000000.0,-9000000.0
931,DOW,changeToNetincome,470000000.0,158000000.0,-971000000.0,-971000000.0
932,DOW,capitalExpenditures,-435000000.0,-456000000.0,-300000000.0,-300000000.0
933,DPZ,changeToLiabilities,0.0,0.0,0.0,68954000.0
934,DPZ,totalCashflowsFromInvestingActivities,-17476000.0,-16430000.0,-56440000.0,-37858000.0
935,DPZ,netBorrowings,-13646000.0,968157000.0,-704000.0,-11215000.0
936,DPZ,totalCashFromFinancingActivities,-126926000.0,-78104000.0,-23119000.0,-292822000.0
937,DPZ,changeToOperatingActivities,56372000.0,-806000.0,13713000.0,18701000.0
938,DPZ,issuanceOfStock,6923000.0,5332000.0,3693000.0,4444000.0
939,DPZ,netIncome,120402000.0,116619000.0,117761000.0,151897000.0
940,DPZ,changeInCash,44540000.0,48171000.0,73453000.0,-107767000.0
941,DPZ,repurchaseOfStock,-85417000.0,-1000043000.0,-26044000.0,-225219000.0
942,DPZ,effectOfExchangeRate,-244000.0,141000.0,161000.0,518000.0
943,DPZ,totalCashFromOperatingActivities,189186000.0,142564000.0,152851000.0,222395000.0
944,DPZ,depreciation,16578000.0,17176000.0,16465000.0,-2078000.0
945,DPZ,otherCashflowsFromInvestingActivities,13000.0,172000.0,121000.0,-416000.0
946,DPZ,dividendsPaid,-34786000.0,-36368000.0,-64000.0,-60832000.0
947,DPZ,changeToNetincome,-5498000.0,6340000.0,3709000.0,18541000.0
948,DPZ,capitalExpenditures,-17489000.0,-16602000.0,-16561000.0,-37605000.0
949,DPZ,otherCashflowsFromFinancingActivities,,-15182000.0,-15182000.0,-15182000.0
950,DPZ,investments,,,-40000000.0,-40000000.0
951,DPZ,changeToInventory,,,,-24959000.0
952,DPZ,changeToAccountReceivables,,,,-33334000.0
953,ECL,changeToLiabilities,38000000.0,78100000.0,-44600000.0,44100000.0
954,ECL,totalCashflowsFromInvestingActivities,-290700000.0,-155400000.0,-192400000.0,-61800000.0
955,ECL,netBorrowings,-752100000.0,-6800000.0,5800000.0,-231000000.0
956,ECL,totalCashFromFinancingActivities,-841000000.0,-135200000.0,-183100000.0,-370500000.0
957,ECL,changeToOperatingActivities,71200000.0,-21300000.0,-103600000.0,24300000.0
958,ECL,issuanceOfStock,53900000.0,20300000.0,20100000.0,41800000.0
959,ECL,netIncome,324500000.0,310800000.0,193600000.0,300300000.0
960,ECL,changeInCash,-504500000.0,212900000.0,-70700000.0,225500000.0
961,ECL,repurchaseOfStock,-7200000.0,-8800000.0,-61800000.0,-21600000.0
962,ECL,effectOfExchangeRate,4500000.0,500000.0,9500000.0,8000000.0
963,ECL,totalCashFromOperatingActivities,622700000.0,503000000.0,295300000.0,649800000.0
964,ECL,depreciation,206900000.0,205400000.0,215200000.0,207500000.0
965,ECL,otherCashflowsFromInvestingActivities,-4400000.0,-10300000.0,-2400000.0,1300000.0
966,ECL,dividendsPaid,-137300000.0,-137200000.0,-137300000.0,-139000000.0
967,ECL,changeToInventory,23700000.0,-57600000.0,-45900000.0,-3400000.0
968,ECL,changeToAccountReceivables,-81900000.0,-42700000.0,23600000.0,57100000.0
969,ECL,otherCashflowsFromFinancingActivities,1700000.0,-2700000.0,-9900000.0,-20700000.0
970,ECL,changeToNetincome,40300000.0,30300000.0,57000000.0,19900000.0
